exposures,theta,conversions
"[127, 304, 1379]","[0.051917764633220835, 0.14021417107540116, 0.120027263624145]","[8, 32, 192]"
"[127, 305, 1379]","[0.07276095494442335, 0.08763608545903248, 0.11686294250010854]","[8, 32, 192]"
"[127, 305, 1380]","[0.07435329333177643, 0.07954271553258942, 0.12912113868336425]","[8, 32, 192]"
"[127, 305, 1381]","[0.08745159150941362, 0.10076987650820667, 0.11741627426655966]","[8, 32, 192]"
"[127, 305, 1382]","[0.052923042207373226, 0.11624445455492671, 0.11838857441371274]","[8, 32, 192]"
"[127, 305, 1383]","[0.07524924157910055, 0.08777250854929962, 0.12453286238990617]","[8, 32, 192]"
"[127, 305, 1384]","[0.06797774088413518, 0.08739756945570759, 0.12957864809982952]","[8, 32, 192]"
"[127, 305, 1385]","[0.07416301417553678, 0.11940077310978386, 0.11979262461165179]","[8, 32, 192]"
"[127, 305, 1386]","[0.052665436428871594, 0.07690360240925473, 0.1181854479054532]","[8, 32, 192]"
"[127, 305, 1387]","[0.042563111225886546, 0.05665364159580397, 0.1294125658980741]","[8, 32, 192]"
"[127, 305, 1388]","[0.03864148654255942, 0.10275386094839706, 0.12774197202452073]","[8, 32, 192]"
"[127, 305, 1389]","[0.057582614799060954, 0.08886562222230607, 0.1340034477377092]","[8, 32, 192]"
"[127, 305, 1390]","[0.04273261453323412, 0.09607595376273372, 0.12173140604904867]","[8, 32, 193]"
"[127, 305, 1391]","[0.05207828824362333, 0.09061796367026285, 0.12241587174055393]","[8, 32, 193]"
"[127, 305, 1392]","[0.1009636519258377, 0.0964391665758868, 0.12597241686597122]","[8, 32, 193]"
"[127, 305, 1393]","[0.06738535907228746, 0.11211201231731321, 0.12298790402941054]","[8, 32, 194]"
"[127, 305, 1394]","[0.07876020306769849, 0.0895283280403097, 0.1207515422149394]","[8, 32, 194]"
"[127, 305, 1395]","[0.06792774065086195, 0.09097608566346048, 0.12685199512624648]","[8, 32, 194]"
"[127, 305, 1396]","[0.05188567063016486, 0.10752713226994004, 0.1201309569918418]","[8, 32, 194]"
"[127, 305, 1397]","[0.09323470926817076, 0.08658797162564565, 0.11957933752677637]","[8, 32, 194]"
"[127, 305, 1398]","[0.08629534391500945, 0.11522766198910146, 0.11913416333600846]","[8, 32, 194]"
"[127, 305, 1399]","[0.052613886610197516, 0.09646135802635604, 0.12235428207477822]","[8, 32, 194]"
"[127, 305, 1400]","[0.0534890858422655, 0.08030395369202187, 0.12228217616374054]","[8, 32, 194]"
"[127, 305, 1401]","[0.0628489483371939, 0.09731863264767254, 0.11058100940303008]","[8, 32, 194]"
"[127, 305, 1402]","[0.04830562025195635, 0.10213281607771366, 0.11914724070674118]","[8, 32, 194]"
"[127, 305, 1403]","[0.06384687454426739, 0.11826040147884992, 0.11669002982782291]","[8, 32, 194]"
"[127, 306, 1403]","[0.044971540999666125, 0.1342381495605916, 0.11296956028440998]","[8, 33, 194]"
"[127, 307, 1403]","[0.03716403954054724, 0.11064725692891707, 0.13030149283195736]","[8, 33, 194]"
"[127, 307, 1404]","[0.04745964523144264, 0.09822683696407347, 0.11307170696789366]","[8, 33, 194]"
"[127, 307, 1405]","[0.05637219045584482, 0.10396977647326612, 0.11953119789975421]","[8, 33, 195]"
"[127, 307, 1406]","[0.08361832546066393, 0.0917546673202804, 0.12274034292110525]","[8, 33, 195]"
"[127, 307, 1407]","[0.10992340965323978, 0.0882446584157853, 0.12484180900612625]","[8, 33, 195]"
"[127, 307, 1408]","[0.08240195468025291, 0.0846009916502884, 0.12032112459614352]","[8, 33, 195]"
"[127, 307, 1409]","[0.04441560271200928, 0.11002997682173968, 0.11979251943575653]","[8, 33, 195]"
"[127, 307, 1410]","[0.09744802737187724, 0.09081128292030723, 0.11733327658073871]","[8, 33, 195]"
"[127, 307, 1411]","[0.05324566159589185, 0.11903376983472265, 0.1149417644806404]","[8, 33, 195]"
"[127, 308, 1411]","[0.09463117995818866, 0.08125940223626378, 0.11503408653874696]","[8, 33, 195]"
"[127, 308, 1412]","[0.08567389981900518, 0.0841487334530848, 0.12060630087563276]","[8, 33, 195]"
"[127, 308, 1413]","[0.04930742843830622, 0.08193508204270326, 0.11483018667422216]","[8, 33, 195]"
"[127, 308, 1414]","[0.035976101543065714, 0.10344241805754968, 0.11047502148329998]","[8, 33, 195]"
"[127, 308, 1415]","[0.0867595278305003, 0.09637576736172436, 0.10476860834953068]","[8, 33, 195]"
"[127, 308, 1416]","[0.056069667589786466, 0.10276365708011108, 0.12620192770614674]","[8, 33, 195]"
"[127, 308, 1417]","[0.048471310534378365, 0.13593723737313707, 0.13020699028792496]","[8, 33, 195]"
"[127, 309, 1417]","[0.058283666073197626, 0.10526823049932973, 0.13518475973954894]","[8, 33, 195]"
"[127, 309, 1418]","[0.04836468372963098, 0.1209351563056992, 0.11537166060919116]","[8, 33, 195]"
"[127, 310, 1418]","[0.08933190975189796, 0.10227416133316997, 0.12412113448840584]","[8, 33, 195]"
"[127, 310, 1419]","[0.10102931995905987, 0.09535700211073028, 0.12339049845833694]","[8, 33, 195]"
"[127, 310, 1420]","[0.05071836161083763, 0.10015812661405794, 0.12033649862204274]","[8, 33, 195]"
"[127, 310, 1421]","[0.08088287109314496, 0.12552783668866552, 0.12927298107061475]","[8, 33, 196]"
"[127, 310, 1422]","[0.06570201356989559, 0.08977162158769184, 0.12052576363540433]","[8, 33, 196]"
"[127, 310, 1423]","[0.0438966626680293, 0.09152286946001018, 0.12483382461198497]","[8, 33, 196]"
"[127, 310, 1424]","[0.07525178784673073, 0.0969892253550407, 0.12407117396764634]","[8, 33, 196]"
"[127, 310, 1425]","[0.05283518214449663, 0.07748464269294549, 0.10689089407729693]","[8, 33, 196]"
"[127, 310, 1426]","[0.06461786575345618, 0.09609545491671012, 0.11920515237130845]","[8, 33, 196]"
"[127, 310, 1427]","[0.07199684336223806, 0.09656484048739772, 0.12428017678291234]","[8, 33, 196]"
"[127, 310, 1428]","[0.04809131348886086, 0.09204336994702866, 0.10894955631818502]","[8, 33, 196]"
"[127, 310, 1429]","[0.07503709419458025, 0.09792624726301966, 0.12112435468958063]","[8, 33, 196]"
"[127, 310, 1430]","[0.0630094325307263, 0.11647338119797544, 0.11901553151505775]","[8, 33, 196]"
"[127, 310, 1431]","[0.04725371326601636, 0.07635317381340413, 0.12785388120536922]","[8, 33, 196]"
"[127, 310, 1432]","[0.07616760806686931, 0.11195536682973986, 0.13090036138612002]","[8, 33, 196]"
"[127, 310, 1433]","[0.07424110531490632, 0.10530654778793369, 0.11346242144322889]","[8, 33, 196]"
"[127, 310, 1434]","[0.05710114919311472, 0.09111026557931341, 0.13100818143574405]","[8, 33, 197]"
"[127, 310, 1435]","[0.04707450609522529, 0.1164401301849047, 0.12034063512258307]","[8, 33, 197]"
"[127, 310, 1436]","[0.06119406789809462, 0.11338923181129855, 0.11746920175910529]","[8, 33, 197]"
"[127, 310, 1437]","[0.05030600742550171, 0.09693629602199301, 0.11518818043800425]","[8, 33, 198]"
"[127, 310, 1438]","[0.08224700404018848, 0.09600201489096552, 0.12405010761599027]","[8, 33, 198]"
"[127, 310, 1439]","[0.09300439811150589, 0.10772184137584133, 0.12514905821146283]","[8, 33, 199]"
"[127, 310, 1440]","[0.07083423383791962, 0.09612727166760879, 0.11914901585417664]","[8, 33, 199]"
"[127, 310, 1441]","[0.027697060872993114, 0.10205616034008391, 0.11465720605102929]","[8, 33, 199]"
"[127, 310, 1442]","[0.05503717403395687, 0.12636730544129943, 0.12625809816788672]","[8, 33, 199]"
"[127, 311, 1442]","[0.03620419819002645, 0.09908056622777922, 0.13045858483698056]","[8, 33, 199]"
"[127, 311, 1443]","[0.1087662327060247, 0.10739361711305825, 0.12607733257285805]","[8, 33, 199]"
"[127, 311, 1444]","[0.042021689989828186, 0.08252546544447896, 0.1207902694239198]","[8, 33, 199]"
"[127, 311, 1445]","[0.08072154789088902, 0.07857735254709003, 0.12205785724582838]","[8, 33, 200]"
"[127, 311, 1446]","[0.05408292061242206, 0.09356343194289017, 0.12486937869549347]","[8, 33, 200]"
"[127, 311, 1447]","[0.084641344252036, 0.11961083399116074, 0.13137457682661474]","[8, 33, 200]"
"[127, 311, 1448]","[0.0487563609042655, 0.07993899278865167, 0.13147492785214068]","[8, 33, 200]"
"[127, 311, 1449]","[0.07406593832827278, 0.11619988190149781, 0.11141689264453265]","[8, 33, 200]"
"[127, 312, 1449]","[0.03042422494450477, 0.09217212579932905, 0.1262205479715384]","[8, 33, 200]"
"[127, 312, 1450]","[0.03662604609626425, 0.09424079124538705, 0.13597528198059652]","[8, 33, 200]"
"[127, 312, 1451]","[0.05330454566494238, 0.09873055164982876, 0.13182208795815606]","[8, 33, 200]"
"[127, 312, 1452]","[0.03855384395364035, 0.08297617838887625, 0.12104036116417574]","[8, 33, 201]"
"[127, 312, 1453]","[0.06464840392722612, 0.09889819237782554, 0.13023873105648948]","[8, 33, 202]"
"[127, 312, 1454]","[0.06180641365600209, 0.10006555788727514, 0.11731173761657611]","[8, 33, 202]"
"[127, 312, 1455]","[0.05176611295067574, 0.10724879592077441, 0.11700348918953926]","[8, 33, 202]"
"[127, 312, 1456]","[0.12296285563385226, 0.09634959973013058, 0.11237852630292135]","[8, 33, 203]"
"[128, 312, 1456]","[0.09087715252342807, 0.10800022038074512, 0.1431334394829561]","[8, 33, 203]"
"[128, 312, 1457]","[0.07311121379267839, 0.09779531376792043, 0.12982467362806502]","[8, 33, 203]"
"[128, 312, 1458]","[0.07830386901924999, 0.11182732936368543, 0.12160716513208164]","[8, 33, 203]"
"[128, 312, 1459]","[0.03989290395235482, 0.07658114886776866, 0.11186740465383822]","[8, 33, 203]"
"[128, 312, 1460]","[0.05819548739957686, 0.09323443472210428, 0.12445673707764728]","[8, 33, 203]"
"[128, 312, 1461]","[0.04422119205321604, 0.10859660685462973, 0.11393613925127524]","[8, 33, 203]"
"[128, 312, 1462]","[0.040879153776351686, 0.10061607323903156, 0.11552255399384999]","[8, 33, 203]"
"[128, 312, 1463]","[0.05775350143940657, 0.09833195970882654, 0.13224875279926301]","[8, 33, 203]"
"[128, 312, 1464]","[0.09336288070828873, 0.09620563782864015, 0.12149539124819556]","[8, 33, 203]"
"[128, 312, 1465]","[0.06423538107981427, 0.06845437032720511, 0.1300527956649085]","[8, 33, 203]"
"[128, 312, 1466]","[0.0493694736224895, 0.0780095735162363, 0.12235059558466359]","[8, 33, 203]"
"[128, 312, 1467]","[0.04834423284446683, 0.10437395541047338, 0.1270994356503006]","[8, 33, 203]"
"[128, 312, 1468]","[0.025978812481498356, 0.08440502095071606, 0.12080365928996417]","[8, 33, 203]"
"[128, 312, 1469]","[0.043534020967557555, 0.09007912169410967, 0.1277063518225389]","[8, 33, 203]"
"[128, 312, 1470]","[0.0591089423751926, 0.09662472453220536, 0.11567638893953634]","[8, 33, 203]"
"[128, 312, 1471]","[0.05218566172043922, 0.0799838768788052, 0.11184006825713436]","[8, 33, 203]"
"[128, 312, 1472]","[0.0656421676097331, 0.09809845328200797, 0.11041114677128981]","[8, 33, 204]"
"[128, 312, 1473]","[0.08249717044089701, 0.08127054023938914, 0.12888567684237628]","[8, 33, 204]"
"[128, 312, 1474]","[0.08393108206521355, 0.0861788129042603, 0.12292426887435634]","[8, 33, 204]"
"[128, 312, 1475]","[0.10708624991317381, 0.12407101152679897, 0.1348469182630567]","[8, 33, 204]"
"[128, 312, 1476]","[0.052052189201295514, 0.11315605118465442, 0.11983315969026895]","[8, 33, 204]"
"[128, 312, 1477]","[0.04702763445717726, 0.1267084929305859, 0.11777371139384153]","[8, 33, 204]"
"[128, 313, 1477]","[0.08044332942087308, 0.10686209966501849, 0.12010211359926085]","[8, 33, 204]"
"[128, 313, 1478]","[0.04186911575442278, 0.10397438607249324, 0.12666781207122352]","[8, 33, 204]"
"[128, 313, 1479]","[0.07421014815509779, 0.0874377509320549, 0.13374855252376391]","[8, 33, 205]"
"[128, 313, 1480]","[0.08023806738554096, 0.09392603948387716, 0.11910685809813096]","[8, 33, 205]"
"[128, 313, 1481]","[0.08063255657933972, 0.1069348437812443, 0.12289292473341128]","[8, 33, 205]"
"[128, 313, 1482]","[0.056148504773092155, 0.07756295279368862, 0.12400223419327766]","[8, 33, 205]"
"[128, 313, 1483]","[0.041670167697173986, 0.09138611807882652, 0.1291120955863514]","[8, 33, 205]"
"[128, 313, 1484]","[0.06537921009293805, 0.09316720011335321, 0.13070369729864179]","[8, 33, 205]"
"[128, 313, 1485]","[0.05002693745401601, 0.08877121812280442, 0.124715665941269]","[8, 33, 205]"
"[128, 313, 1486]","[0.10254897724798927, 0.12550924472653618, 0.13046055859937464]","[8, 33, 206]"
"[128, 313, 1487]","[0.057281631771203455, 0.09253316590587789, 0.12619352808317683]","[8, 33, 206]"
"[128, 313, 1488]","[0.056373848520913296, 0.07551711500638385, 0.13220493404468855]","[8, 33, 206]"
"[128, 313, 1489]","[0.09609720129606195, 0.07184366779096396, 0.11718368666716181]","[8, 33, 206]"
"[128, 313, 1490]","[0.06210970886909891, 0.10610253588381896, 0.11601193981749545]","[8, 33, 207]"
"[128, 313, 1491]","[0.06273636938716073, 0.1358035496239272, 0.1210354283776768]","[8, 33, 207]"
"[128, 314, 1491]","[0.08199994689131035, 0.1026062523403401, 0.1048558142718057]","[8, 33, 207]"
"[128, 314, 1492]","[0.08761418316084367, 0.09433302427440779, 0.1144312282102277]","[8, 33, 207]"
"[128, 314, 1493]","[0.05859503770502742, 0.0920759993021878, 0.10492826993282717]","[8, 33, 208]"
"[128, 314, 1494]","[0.046256230045622196, 0.09834747316578381, 0.12918762501016345]","[8, 33, 208]"
"[128, 314, 1495]","[0.1265975818270278, 0.10344629470631303, 0.13503024816299317]","[8, 33, 208]"
"[128, 314, 1496]","[0.0601387761464243, 0.09086720742882112, 0.12916780921896526]","[8, 33, 208]"
"[128, 314, 1497]","[0.07448257273831735, 0.10482300014399766, 0.12189326858563912]","[8, 33, 208]"
"[128, 314, 1498]","[0.0330301431721109, 0.10741558459733877, 0.10872367352893184]","[8, 33, 208]"
"[128, 314, 1499]","[0.06556857772974854, 0.07835708201487968, 0.1150934756075029]","[8, 33, 208]"
"[128, 314, 1500]","[0.06874996712154866, 0.06872168813518857, 0.13145915255867832]","[8, 33, 208]"
"[128, 314, 1501]","[0.053957774223163855, 0.10166029984174775, 0.10647713871963878]","[8, 33, 208]"
"[128, 314, 1502]","[0.04455764295559006, 0.08110370250838594, 0.12263730889123135]","[8, 33, 208]"
"[128, 314, 1503]","[0.10415354888713856, 0.14161762310196743, 0.11506098775034175]","[8, 33, 208]"
"[128, 315, 1503]","[0.05127925908670299, 0.08323971633937709, 0.11680922563400607]","[8, 33, 208]"
"[128, 315, 1504]","[0.10063333702143559, 0.08179718561456016, 0.11730630029448356]","[8, 33, 208]"
"[128, 315, 1505]","[0.07999225652807071, 0.09126177500269643, 0.12910789037416925]","[8, 33, 208]"
"[128, 315, 1506]","[0.07938391593286225, 0.09021025594795322, 0.11566217349270438]","[8, 33, 208]"
"[128, 315, 1507]","[0.09826984575609721, 0.0889400851984936, 0.13499044272972913]","[8, 33, 208]"
"[128, 315, 1508]","[0.05910518670074782, 0.10278723427706117, 0.12465356535776007]","[8, 33, 208]"
"[128, 315, 1509]","[0.06975881980570277, 0.09174306109903635, 0.11879117415148921]","[8, 33, 208]"
"[128, 315, 1510]","[0.065584379733588, 0.10274366592698321, 0.1158654112151317]","[8, 33, 208]"
"[128, 315, 1511]","[0.06591268616276995, 0.08396329919917897, 0.11779759284221211]","[8, 33, 208]"
"[128, 315, 1512]","[0.0407128262332304, 0.07962880707244747, 0.11755613053206782]","[8, 33, 208]"
"[128, 315, 1513]","[0.04168974446163514, 0.08743820437911069, 0.12955497168591112]","[8, 33, 208]"
"[128, 315, 1514]","[0.06443135156491973, 0.09602134781810517, 0.13164324272780714]","[8, 33, 208]"
"[128, 315, 1515]","[0.04150132921428124, 0.0994026943357553, 0.11555833204008893]","[8, 33, 208]"
"[128, 315, 1516]","[0.09393472350436236, 0.1229443759256086, 0.1295732200214082]","[8, 33, 208]"
"[128, 315, 1517]","[0.06357817981599123, 0.11456952047953747, 0.11814190441344606]","[8, 33, 208]"
"[128, 315, 1518]","[0.06879133294633187, 0.10522340798626884, 0.10833578172396564]","[8, 33, 208]"
"[128, 315, 1519]","[0.0748094328110759, 0.06617552926330603, 0.11545933663476386]","[8, 33, 208]"
"[128, 315, 1520]","[0.038428794205276784, 0.10544614829349394, 0.13070809955626453]","[8, 33, 208]"
"[128, 315, 1521]","[0.0524178516727497, 0.09180547922637194, 0.11202006186891508]","[8, 33, 208]"
"[128, 315, 1522]","[0.05964558134190594, 0.08315726406921688, 0.1128391566923741]","[8, 33, 208]"
"[128, 315, 1523]","[0.03163431017478978, 0.11196082006211706, 0.13408150748101066]","[8, 33, 208]"
"[128, 315, 1524]","[0.05537918777884641, 0.09018322217472459, 0.12492196338935775]","[8, 33, 208]"
"[128, 315, 1525]","[0.059431212372220404, 0.09178974769504872, 0.12154719709003671]","[8, 33, 209]"
"[128, 315, 1526]","[0.06665241477099006, 0.1207586139818898, 0.09785169960412612]","[8, 33, 209]"
"[128, 316, 1526]","[0.0383361031743759, 0.10369470526390623, 0.11737094840616472]","[8, 33, 209]"
